Experiment ,Time,Model,Total forcing response,Temperature response 
CO2 emissions impulse,2282,MAGICC 6.0,0.0184338,0.0130231
CO2 emissions impulse,2283,MAGICC 6.0,0.0184338,0.0130256
CO2 emissions impulse,2284,MAGICC 6.0,0.0184338,0.0130282
CO2 emissions impulse,2285,MAGICC 6.0,0.0184338,0.0130307
CO2 emissions impulse,2286,MAGICC 6.0,0.0184338,0.0130332
CO2 emissions impulse,2287,MAGICC 6.0,0.0184338,0.0130357
CO2 emissions impulse,2288,MAGICC 6.0,0.0184338,0.0130383
CO2 emissions impulse,2289,MAGICC 6.0,0.0184338,0.0130408
CO2 emissions impulse,2290,MAGICC 6.0,0.0184338,0.0130434
CO2 emissions impulse,2291,MAGICC 6.0,0.0184338,0.0130459
CO2 emissions impulse,2292,MAGICC 6.0,0.0184338,0.0130484
CO2 emissions impulse,2293,MAGICC 6.0,0.0184338,0.013051
CO2 emissions impulse,2294,MAGICC 6.0,0.0184338,0.0130536
CO2 emissions impulse,2295,MAGICC 6.0,0.0184338,0.0130561
CO2 emissions impulse,2296,MAGICC 6.0,0.0184338,0.0130587
CO2 emissions impulse,2297,MAGICC 6.0,0.0184338,0.0130612
CO2 emissions impulse,2298,MAGICC 6.0,0.0184338,0.0130638
CO2 emissions impulse,2299,MAGICC 6.0,0.0184338,0.0130664
CO2 emissions impulse,2300,MAGICC 6.0,0.0184338,0.0130689
